⚠️ File truncated for preview (showing first 0.5MB of 3.4MB)
────────────────────────────────────────────────────────────

timestamp,facility,energy_consumption_kwh,energy_cost_usd,energy_rate_per_kwh,rate_period,water_produced_gallons,energy_efficiency_gal_per_kwh
2024-01-02 09:00:00,Operations-Center,124.56,14.95,0.12,Mid,,
2024-01-02 10:00:00,Main-Treatment-Plant,1213.18,145.58,0.12,Mid,606.6,0.5
2024-01-02 10:00:00,North-Pumping-Station,570.08,68.41,0.12,Mid,684.1,1.2
2024-01-02 10:00:00,South-Pumping-Station,426.83,51.22,0.12,Mid,512.2,1.2
2024-01-02 10:00:00,Desalination-Plant,1259.16,151.1,0.12,Mid,629.6,0.5
2024-01-02 10:00:00,Booster-Station-1,464.93,55.79,0.12,Mid,557.9,1.2
2024-01-02 10:00:00,Booster-Station-2,456.65,54.8,0.12,Mid,548.0,1.2
2024-01-02 10:00:00,Admin-Building,117.93,14.15,0.12,Mid,,
2024-01-02 10:00:00,Laboratory,91.89,11.03,0.12,Mid,,
2024-01-02 10:00:00,Operations-Center,72.74,8.73,0.12,Mid,,
2024-01-02 11:00:00,Main-Treatment-Plant,1090.51,130.86,0.12,Mid,545.3,0.5
2024-01-02 11:00:00,North-Pumping-Station,709.96,85.19,0.12,Mid,851.9,1.2
2024-01-02 11:00:00,South-Pumping-Station,490.71,58.89,0.12,Mid,588.9,1.2
2024-01-02 11:00:00,Desalination-Plant,1239.53,148.74,0.12,Mid,619.8,0.5
2024-01-02 11:00:00,Booster-Station-1,440.78,52.89,0.12,Mid,528.9,1.2
2024-01-02 11:00:00,Booster-Station-2,458.71,55.04,0.12,Mid,550.4,1.2
2024-01-02 11:00:00,Admin-Building,40.87,4.9,0.12,Mid,,
2024-01-02 11:00:00,Laboratory,74.81,8.98,0.12,Mid,,
2024-01-02 11:00:00,Operations-Center,84.3,10.12,0.12,Mid,,
2024-01-02 12:00:00,Main-Treatment-Plant,1234.57,148.15,0.12,Mid,617.3,0.5
2024-01-02 12:00:00,North-Pumping-Station,564.29,67.71,0.12,Mid,677.1,1.2
2024-01-02 12:00:00,South-Pumping-Station,437.61,52.51,0.12,Mid,525.1,1.2
2024-01-02 12:00:00,Desalination-Plant,1207.03,144.84,0.12,Mid,603.5,0.5
2024-01-02 12:00:00,Booster-Station-1,444.42,53.33,0.12,Mid,533.3,1.2
2024-01-02 12:00:00,Booster-Station-2,454.22,54.51,0.12,Mid,545.1,1.2
2024-01-02 12:00:00,Admin-Building,92.62,11.11,0.12,Mid,,
2024-01-02 12:00:00,Laboratory,61.04,7.33,0.12,Mid,,
2024-01-02 12:00:00,Operations-Center,78.87,9.46,0.12,Mid,,
2024-01-02 13:00:00,Main-Treatment-Plant,1137.38,136.49,0.12,Mid,568.7,0.5
2024-01-02 13:00:00,North-Pumping-Station,547.03,65.64,0.12,Mid,656.4,1.2
2024-01-02 13:00:00,South-Pumping-Station,397.91,47.75,0.12,Mid,477.5,1.2
2024-01-02 13:00:00,Desalination-Plant,1234.48,148.14,0.12,Mid,617.2,0.5
2024-01-02 13:00:00,Booster-Station-1,443.97,53.28,0.12,Mid,532.8,1.2
2024-01-02 13:00:00,Booster-Station-2,443.08,53.17,0.12,Mid,531.7,1.2
2024-01-02 13:00:00,Admin-Building,65.57,7.87,0.12,Mid,,
2024-01-02 13:00:00,Laboratory,86.2,10.34,0.12,Mid,,
2024-01-02 13:00:00,Operations-Center,78.29,9.4,0.12,Mid,,
2024-01-02 14:00:00,Main-Treatment-Plant,1240.05,223.21,0.18,Peak,620.0,0.5
2024-01-02 14:00:00,North-Pumping-Station,620.05,111.61,0.18,Peak,744.1,1.2
2024-01-02 14:00:00,South-Pumping-Station,427.03,76.87,0.18,Peak,512.4,1.2
2024-01-02 14:00:00,Desalination-Plant,1176.66,211.8,0.18,Peak,588.3,0.5
2024-01-02 14:00:00,Booster-Station-1,520.13,93.62,0.18,Peak,624.2,1.2
2024-01-02 14:00:00,Booster-Station-2,478.04,86.05,0.18,Peak,573.6,1.2
2024-01-02 14:00:00,Admin-Building,78.34,14.1,0.18,Peak,,
2024-01-02 14:00:00,Laboratory,101.39,18.25,0.18,Peak,,
2024-01-02 14:00:00,Operations-Center,62.92,11.33,0.18,Peak,,
2024-01-02 15:00:00,Main-Treatment-Plant,1361.47,245.07,0.18,Peak,680.7,0.5
2024-01-02 15:00:00,North-Pumping-Station,526.98,94.86,0.18,Peak,632.4,1.2
2024-01-02 15:00:00,South-Pumping-Station,429.92,77.38,0.18,Peak,515.9,1.2
2024-01-02 15:00:00,Desalination-Plant,1234.06,222.13,0.18,Peak,617.0,0.5
2024-01-02 15:00:00,Booster-Station-1,420.74,75.73,0.18,Peak,504.9,1.2
2024-01-02 15:00:00,Booster-Station-2,443.07,79.75,0.18,Peak,531.7,1.2
2024-01-02 15:00:00,Admin-Building,68.68,12.36,0.18,Peak,,
2024-01-02 15:00:00,Laboratory,67.19,12.09,0.18,Peak,,
2024-01-02 15:00:00,Operations-Center,98.05,17.65,0.18,Peak,,
2024-01-02 16:00:00,Main-Treatment-Plant,1066.11,191.9,0.18,Peak,533.1,0.5
2024-01-02 16:00:00,North-Pumping-Station,590.42,106.28,0.18,Peak,708.5,1.2
2024-01-02 16:00:00,South-Pumping-Station,501.82,90.33,0.18,Peak,602.2,1.2
2024-01-02 16:00:00,Desalination-Plant,1149.19,206.85,0.18,Peak,574.6,0.5
2024-01-02 16:00:00,Booster-Station-1,458.2,82.48,0.18,Peak,549.8,1.2
2024-01-02 16:00:00,Booster-Station-2,408.52,73.53,0.18,Peak,490.2,1.2
2024-01-02 16:00:00,Admin-Building,65.44,11.78,0.18,Peak,,
2024-01-02 16:00:00,Laboratory,56.33,10.14,0.18,Peak,,
2024-01-02 16:00:00,Operations-Center,72.09,12.98,0.18,Peak,,
2024-01-02 17:00:00,Main-Treatment-Plant,1330.3,239.45,0.18,Peak,665.2,0.5
2024-01-02 17:00:00,North-Pumping-Station,594.97,107.09,0.18,Peak,714.0,1.2
2024-01-02 17:00:00,South-Pumping-Station,436.86,78.63,0.18,Peak,524.2,1.2
2024-01-02 17:00:00,Desalination-Plant,1119.49,201.51,0.18,Peak,559.7,0.5
2024-01-02 17:00:00,Booster-Station-1,397.67,71.58,0.18,Peak,477.2,1.2
2024-01-02 17:00:00,Booster-Station-2,480.82,86.55,0.18,Peak,577.0,1.2
2024-01-02 17:00:00,Admin-Building,76.86,13.83,0.18,Peak,,
2024-01-02 17:00:00,Laboratory,68.77,12.38,0.18,Peak,,
2024-01-02 17:00:00,Operations-Center,56.55,10.18,0.18,Peak,,
2024-01-02 18:00:00,Main-Treatment-Plant,1798.96,323.81,0.18,Peak,899.5,0.5
2024-01-02 18:00:00,North-Pumping-Station,765.29,137.75,0.18,Peak,918.3,1.2
2024-01-02 18:00:00,South-Pumping-Station,582.61,104.87,0.18,Peak,699.1,1.2
2024-01-02 18:00:00,Desalination-Plant,1533.73,276.07,0.18,Peak,766.9,0.5
2024-01-02 18:00:00,Booster-Station-1,673.42,121.22,0.18,Peak,808.1,1.2
2024-01-02 18:00:00,Booster-Station-2,643.18,115.77,0.18,Peak,771.8,1.2
2024-01-02 18:00:00,Admin-Building,11.19,2.01,0.18,Peak,,
2024-01-02 18:00:00,Laboratory,8.07,1.45,0.18,Peak,,
2024-01-02 18:00:00,Operations-Center,8.44,1.52,0.18,Peak,,
2024-01-02 19:00:00,Main-Treatment-Plant,1598.49,287.73,0.18,Peak,799.2,0.5
2024-01-02 19:00:00,North-Pumping-Station,845.19,152.13,0.18,Peak,1014.2,1.2
2024-01-02 19:00:00,South-Pumping-Station,574.14,103.35,0.18,Peak,689.0,1.2
2024-01-02 19:00:00,Desalination-Plant,1526.57,274.78,0.18,Peak,763.3,0.5
2024-01-02 19:00:00,Booster-Station-1,569.52,102.51,0.18,Peak,683.4,1.2
2024-01-02 19:00:00,Booster-Station-2,556.74,100.21,0.18,Peak,668.1,1.2
2024-01-02 19:00:00,Admin-Building,5.69,1.02,0.18,Peak,,
2024-01-02 19:00:00,Laboratory,12.82,2.31,0.18,Peak,,
2024-01-02 19:00:00,Operations-Center,10.79,1.94,0.18,Peak,,
2024-01-02 20:00:00,Main-Treatment-Plant,1796.03,323.29,0.18,Peak,898.0,0.5
2024-01-02 20:00:00,North-Pumping-Station,863.1,155.36,0.18,Peak,1035.7,1.2
2024-01-02 20:00:00,South-Pumping-Station,779.98,140.4,0.18,Peak,936.0,1.2
2024-01-02 20:00:00,Desalination-Plant,1803.04,324.55,0.18,Peak,901.5,0.5
2024-01-02 20:00:00,Booster-Station-1,722.48,130.05,0.18,Peak,867.0,1.2
2024-01-02 20:00:00,Booster-Station-2,614.73,110.65,0.18,Peak,737.7,1.2
2024-01-02 20:00:00,Admin-Building,11.02,1.98,0.18,Peak,,
2024-01-02 20:00:00,Laboratory,10.4,1.87,0.18,Peak,,
2024-01-02 20:00:00,Operations-Center,13.74,2.47,0.18,Peak,,
2024-01-02 21:00:00,Main-Treatment-Plant,1895.13,227.42,0.12,Mid,947.6,0.5
2024-01-02 21:00:00,North-Pumping-Station,856.87,102.82,0.12,Mid,1028.2,1.2
2024-01-02 21:00:00,South-Pumping-Station,632.53,75.9,0.12,Mid,759.0,1.2
2024-01-02 21:00:00,Desalination-Plant,1931.69,231.8,0.12,Mid,965.8,0.5
2024-01-02 21:00:00,Booster-Station-1,644.44,77.33,0.12,Mid,773.3,1.2
2024-01-02 21:00:00,Booster-Station-2,541.34,64.96,0.12,Mid,649.6,1.2
2024-01-02 21:00:00,Admin-Building,10.54,1.26,0.12,Mid,,
2024-01-02 21:00:00,Laboratory,8.59,1.03,0.12,Mid,,
2024-01-02 21:00:00,Operations-Center,8.11,0.97,0.12,Mid,,
2024-01-02 22:00:00,Main-Treatment-Plant,1252.21,150.27,0.12,Mid,626.1,0.5
2024-01-02 22:00:00,North-Pumping-Station,552.17,66.26,0.12,Mid,662.6,1.2
2024-01-02 22:00:00,South-Pumping-Station,472.57,56.71,0.12,Mid,567.1,1.2
2024-01-02 22:00:00,Desalination-Plant,1159.44,139.13,0.12,Mid,579.7,0.5
2024-01-02 22:00:00,Booster-Station-1,441.62,52.99,0.12,Mid,529.9,1.2
2024-01-02 22:00:00,Booster-Station-2,446.31,53.56,0.12,Mid,535.6,1.2
2024-01-02 22:00:00,Admin-Building,7.8,0.94,0.12,Mid,,
2024-01-02 22:00:00,Laboratory,5.32,0.64,0.12,Mid,,
2024-01-02 22:00:00,Operations-Center,7.26,0.87,0.12,Mid,,
2024-01-02 23:00:00,Main-Treatment-Plant,1143.42,137.21,0.12,Mid,571.7,0.5
2024-01-02 23:00:00,North-Pumping-Station,593.21,71.19,0.12,Mid,711.9,1.2
2024-01-02 23:00:00,South-Pumping-Station,449.14,53.9,0.12,Mid,539.0,1.2
2024-01-02 23:00:00,Desalination-Plant,1205.39,144.65,0.12,Mid,602.7,0.5
2024-01-02 23:00:00,Booster-Station-1,484.18,58.1,0.12,Mid,581.0,1.2
2024-01-02 23:00:00,Booster-Station-2,447.77,53.73,0.12,Mid,537.3,1.2
2024-01-02 23:00:00,Admin-Building,8.64,1.04,0.12,Mid,,
2024-01-02 23:00:00,Laboratory,8.05,0.97,0.12,Mid,,
2024-01-02 23:00:00,Operations-Center,7.91,0.95,0.12,Mid,,
2024-01-03 00:00:00,Main-Treatment-Plant,745.15,59.61,0.08,Off-Peak,372.6,0.5
2024-01-03 00:00:00,North-Pumping-Station,321.95,25.76,0.08,Off-Peak,386.3,1.2
2024-01-03 00:00:00,South-Pumping-Station,271.24,21.7,0.08,Off-Peak,325.5,1.2
2024-01-03 00:00:00,Desalination-Plant,715.49,57.24,0.08,Off-Peak,357.7,0.5
2024-01-03 00:00:00,Booster-Station-1,273.51,21.88,0.08,Off-Peak,328.2,1.2
2024-01-03 00:00:00,Booster-Station-2,330.44,26.43,0.08,Off-Peak,396.5,1.2
2024-01-03 00:00:00,Admin-Building,5.01,0.4,0.08,Off-Peak,,
2024-01-03 00:00:00,Laboratory,3.43,0.27,0.08,Off-Peak,,
2024-01-03 00:00:00,Operations-Center,4.22,0.34,0.08,Off-Peak,,
2024-01-03 01:00:00,Main-Treatment-Plant,777.3,62.18,0.08,Off-Peak,388.6,0.5
2024-01-03 01:00:00,North-Pumping-Station,344.78,27.58,0.08,Off-Peak,413.7,1.2
2024-01-03 01:00:00,South-Pumping-Station,219.75,17.58,0.08,Off-Peak,263.7,1.2
2024-01-03 01:00:00,Desalination-Plant,825.45,66.04,0.08,Off-Peak,412.7,0.5
2024-01-03 01:00:00,Booster-Station-1,245.17,19.61,0.08,Off-Peak,294.2,1.2
2024-01-03 01:00:00,Booster-Station-2,279.41,22.35,0.08,Off-Peak,335.3,1.2
2024-01-03 01:00:00,Admin-Building,4.35,0.35,0.08,Off-Peak,,
2024-01-03 01:00:00,Laboratory,5.06,0.4,0.08,Off-Peak,,
2024-01-03 01:00:00,Operations-Center,4.73,0.38,0.08,Off-Peak,,
2024-01-03 02:00:00,Main-Treatment-Plant,690.39,55.23,0.08,Off-Peak,345.2,0.5
2024-01-03 02:00:00,North-Pumping-Station,341.52,27.32,0.08,Off-Peak,409.8,1.2
2024-01-03 02:00:00,South-Pumping-Station,263.75,21.1,0.08,Off-Peak,316.5,1.2
2024-01-03 02:00:00,Desalination-Plant,686.31,54.9,0.08,Off-Peak,343.2,0.5
2024-01-03 02:00:00,Booster-Station-1,267.85,21.43,0.08,Off-Peak,321.4,1.2
2024-01-03 02:00:00,Booster-Station-2,246.92,19.75,0.08,Off-Peak,296.3,1.2
2024-01-03 02:00:00,Admin-Building,3.45,0.28,0.08,Off-Peak,,
2024-01-03 02:00:00,Laboratory,5.0,0.4,0.08,Off-Peak,,
2024-01-03 02:00:00,Operations-Center,4.64,0.37,0.08,Off-Peak,,
2024-01-03 03:00:00,Main-Treatment-Plant,669.11,53.53,0.08,Off-Peak,334.6,0.5
2024-01-03 03:00:00,North-Pumping-Station,344.58,27.57,0.08,Off-Peak,413.5,1.2
2024-01-03 03:00:00,South-Pumping-Station,248.26,19.86,0.08,Off-Peak,297.9,1.2
2024-01-03 03:00:00,Desalination-Plant,759.8,60.78,0.08,Off-Peak,379.9,0.5
2024-01-03 03:00:00,Booster-Station-1,312.19,24.98,0.08,Off-Peak,374.6,1.2
2024-01-03 03:00:00,Booster-Station-2,280.98,22.48,0.08,Off-Peak,337.2,1.2
2024-01-03 03:00:00,Admin-Building,5.43,0.43,0.08,Off-Peak,,
2024-01-03 03:00:00,Laboratory,5.05,0.4,0.08,Off-Peak,,
2024-01-03 03:00:00,Operations-Center,5.65,0.45,0.08,Off-Peak,,
2024-01-03 04:00:00,Main-Treatment-Plant,733.12,58.65,0.08,Off-Peak,366.6,0.5
2024-01-03 04:00:00,North-Pumping-Station,345.54,27.64,0.08,Off-Peak,414.6,1.2
2024-01-03 04:00:00,South-Pumping-Station,307.37,24.59,0.08,Off-Peak,368.8,1.2
2024-01-03 04:00:00,Desalination-Plant,757.9,60.63,0.08,Off-Peak,379.0,0.5
2024-01-03 04:00:00,Booster-Station-1,296.65,23.73,0.08,Off-Peak,356.0,1.2
2024-01-03 04:00:00,Booster-Station-2,255.77,20.46,0.08,Off-Peak,306.9,1.2
2024-01-03 04:00:00,Admin-Building,3.55,0.28,0.08,Off-Peak,,
2024-01-03 04:00:00,Laboratory,6.75,0.54,0.08,Off-Peak,,
2024-01-03 04:00:00,Operations-Center,3.27,0.26,0.08,Off-Peak,,
2024-01-03 05:00:00,Main-Treatment-Plant,641.96,51.36,0.08,Off-Peak,321.0,0.5
2024-01-03 05:00:00,North-Pumping-Station,299.18,23.93,0.08,Off-Peak,359.0,1.2
2024-01-03 05:00:00,South-Pumping-Station,262.75,21.02,0.08,Off-Peak,315.3,1.2
2024-01-03 05:00:00,Desalination-Plant,662.28,52.98,0.08,Off-Peak,331.1,0.5
2024-01-03 05:00:00,Booster-Station-1,265.2,21.22,0.08,Off-Peak,318.2,1.2
2024-01-03 05:00:00,Booster-Station-2,269.7,21.58,0.08,Off-Peak,323.6,1.2
2024-01-03 05:00:00,Admin-Building,5.04,0.4,0.08,Off-Peak,,
2024-01-03 05:00:00,Laboratory,5.36,0.43,0.08,Off-Peak,,
2024-01-03 05:00:00,Operations-Center,3.87,0.31,0.08,Off-Peak,,
2024-01-03 06:00:00,Main-Treatment-Plant,1970.35,236.44,0.12,Mid,985.2,0.5
2024-01-03 06:00:00,North-Pumping-Station,981.21,117.75,0.12,Mid,1177.5,1.2
2024-01-03 06:00:00,South-Pumping-Station,720.13,86.42,0.12,Mid,864.2,1.2
2024-01-03 06:00:00,Desalination-Plant,1758.75,211.05,0.12,Mid,879.4,0.5
2024-01-03 06:00:00,Booster-Station-1,746.5,89.58,0.12,Mid,895.8,1.2
2024-01-03 06:00:00,Booster-Station-2,663.22,79.59,0.12,Mid,795.9,1.2
2024-01-03 06:00:00,Admin-Building,12.86,1.54,0.12,Mid,,
2024-01-03 06:00:00,Laboratory,10.91,1.31,0.12,Mid,,
2024-01-03 06:00:00,Operations-Center,14.58,1.75,0.12,Mid,,
2024-01-03 07:00:00,Main-Treatment-Plant,1618.34,194.2,0.12,Mid,809.2,0.5
2024-01-03 07:00:00,North-Pumping-Station,732.85,87.94,0.12,Mid,879.4,1.2
2024-01-03 07:00:00,South-Pumping-Station,637.26,76.47,0.12,Mid,764.7,1.2
2024-01-03 07:00:00,Desalination-Plant,1874.79,224.97,0.12,Mid,937.4,0.5
2024-01-03 07:00:00,Booster-Station-1,666.28,79.95,0.12,Mid,799.5,1.2
2024-01-03 07:00:00,Booster-Station-2,684.32,82.12,0.12,Mid,821.2,1.2
2024-01-03 07:00:00,Admin-Building,10.13,1.22,0.12,Mid,,
2024-01-03 07:00:00,Laboratory,13.33,1.6,0.12,Mid,,
2024-01-03 07:00:00,Operations-Center,13.75,1.65,0.12,Mid,,
2024-01-03 08:00:00,Main-Treatment-Plant,1876.82,225.22,0.12,Mid,938.4,0.5
2024-01-03 08:00:00,North-Pumping-Station,779.12,93.49,0.12,Mid,934.9,1.2
2024-01-03 08:00:00,South-Pumping-Station,659.03,79.08,0.12,Mid,790.8,1.2
2024-01-03 08:00:00,Desalination-Plant,1718.91,206.27,0.12,Mid,859.5,0.5
2024-01-03 08:00:00,Booster-Station-1,503.61,60.43,0.12,Mid,604.3,1.2
2024-01-03 08:00:00,Booster-Station-2,667.21,80.07,0.12,Mid,800.7,1.2
2024-01-03 08:00:00,Admin-Building,98.9,11.87,0.12,Mid,,
2024-01-03 08:00:00,Laboratory,104.02,12.48,0.12,Mid,,
2024-01-03 08:00:00,Operations-Center,109.3,13.12,0.12,Mid,,
2024-01-03 09:00:00,Main-Treatment-Plant,1588.93,190.67,0.12,Mid,794.5,0.5
2024-01-03 09:00:00,North-Pumping-Station,867.43,104.09,0.12,Mid,1040.9,1.2
2024-01-03 09:00:00,South-Pumping-Station,659.35,79.12,0.12,Mid,791.2,1.2
2024-01-03 09:00:00,Desalination-Plant,1550.23,186.03,0.12,Mid,775.1,0.5
2024-01-03 09:00:00,Booster-Station-1,666.53,79.98,0.12,Mid,799.8,1.2
2024-01-03 09:00:00,Booster-Station-2,670.96,80.52,0.12,Mid,805.2,1.2
2024-01-03 09:00:00,Admin-Building,152.09,18.25,0.12,Mid,,
2024-01-03 09:00:00,Laboratory,121.67,14.6,0.12,Mid,,
2024-01-03 09:00:00,Operations-Center,133.63,16.04,0.12,Mid,,
2024-01-03 10:00:00,Main-Treatment-Plant,1220.23,146.43,0.12,Mid,610.1,0.5
2024-01-03 10:00:00,North-Pumping-Station,576.65,69.2,0.12,Mid,692.0,1.2
2024-01-03 10:00:00,South-Pumping-Station,377.88,45.35,0.12,Mid,453.5,1.2
2024-01-03 10:00:00,Desalination-Plant,1229.57,147.55,0.12,Mid,614.8,0.5
2024-01-03 10:00:00,Booster-Station-1,456.83,54.82,0.12,Mid,548.2,1.2
2024-01-03 10:00:00,Booster-Station-2,498.11,59.77,0.12,Mid,597.7,1.2
2024-01-03 10:00:00,Admin-Building,106.62,12.79,0.12,Mid,,
2024-01-03 10:00:00,Laboratory,61.81,7.42,0.12,Mid,,
2024-01-03 10:00:00,Operations-Center,95.41,11.45,0.12,Mid,,
2024-01-03 11:00:00,Main-Treatment-Plant,1147.19,137.66,0.12,Mid,573.6,0.5
2024-01-03 11:00:00,North-Pumping-Station,580.47,69.66,0.12,Mid,696.6,1.2
2024-01-03 11:00:00,South-Pumping-Station,553.73,66.45,0.12,Mid,664.5,1.2
2024-01-03 11:00:00,Desalination-Plant,1140.63,136.88,0.12,Mid,570.3,0.5
2024-01-03 11:00:00,Booster-Station-1,476.85,57.22,0.12,Mid,572.2,1.2
2024-01-03 11:00:00,Booster-Station-2,367.58,44.11,0.12,Mid,441.1,1.2
2024-01-03 11:00:00,Admin-Building,58.73,7.05,0.12,Mid,,
2024-01-03 11:00:00,Laboratory,89.95,10.79,0.12,Mid,,
2024-01-03 11:00:00,Operations-Center,63.01,7.56,0.12,Mid,,
2024-01-03 12:00:00,Main-Treatment-Plant,1197.43,143.69,0.12,Mid,598.7,0.5
2024-01-03 12:00:00,North-Pumping-Station,609.61,73.15,0.12,Mid,731.5,1.2
2024-01-03 12:00:00,South-Pumping-Station,497.17,59.66,0.12,Mid,596.6,1.2
2024-01-03 12:00:00,Desalination-Plant,1131.39,135.77,0.12,Mid,565.7,0.5
2024-01-03 12:00:00,Booster-Station-1,460.74,55.29,0.12,Mid,552.9,1.2
2024-01-03 12:00:00,Booster-Station-2,462.16,55.46,0.12,Mid,554.6,1.2
2024-01-03 12:00:00,Admin-Building,80.36,9.64,0.12,Mid,,
2024-01-03 12:00:00,Laboratory,71.11,8.53,0.12,Mid,,
2024-01-03 12:00:00,Operations-Center,90.1,10.81,0.12,Mid,,
2024-01-03 13:00:00,Main-Treatment-Plant,1230.25,147.63,0.12,Mid,615.1,0.5
2024-01-03 13:00:00,North-Pumping-Station,536.96,64.44,0.12,Mid,644.4,1.2
2024-01-03 13:00:00,South-Pumping-Station,434.61,52.15,0.12,Mid,521.5,1.2
2024-01-03 13:00:00,Desalination-Plant,1308.0,156.96,0.12,Mid,654.0,0.5
2024-01-03 13:00:00,Booster-Station-1,457.76,54.93,0.12,Mid,549.3,1.2
2024-01-03 13:00:00,Booster-Station-2,429.77,51.57,0.12,Mid,515.7,1.2
2024-01-03 13:00:00,Admin-Building,75.28,9.03,0.12,Mid,,
2024-01-03 13:00:00,Laboratory,72.64,8.72,0.12,Mid,,
2024-01-03 13:00:00,Operations-Center,87.82,10.54,0.12,Mid,,
2024-01-03 14:00:00,Main-Treatment-Plant,1235.93,222.47,0.18,Peak,618.0,0.5
2024-01-03 14:00:00,North-Pumping-Station,512.08,92.17,0.18,Peak,614.5,1.2
2024-01-03 14:00:00,South-Pumping-Station,457.3,82.31,0.18,Peak,548.8,1.2
2024-01-03 14:00:00,Desalination-Plant,1223.46,220.22,0.18,Peak,611.7,0.5
2024-01-03 14:00:00,Booster-Station-1,504.19,90.75,0.18,Peak,605.0,1.2
2024-01-03 14:00:00,Booster-Station-2,396.88,71.44,0.18,Peak,476.3,1.2
2024-01-03 14:00:00,Admin-Building,53.46,9.62,0.18,Peak,,
2024-01-03 14:00:00,Laboratory,88.47,15.92,0.18,Peak,,
2024-01-03 14:00:00,Operations-Center,74.29,13.37,0.18,Peak,,
2024-01-03 15:00:00,Main-Treatment-Plant,1256.4,226.15,0.18,Peak,628.2,0.5
2024-01-03 15:00:00,North-Pumping-Station,493.98,88.92,0.18,Peak,592.8,1.2
2024-01-03 15:00:00,South-Pumping-Station,421.28,75.83,0.18,Peak,505.5,1.2
2024-01-03 15:00:00,Desalination-Plant,1150.41,207.07,0.18,Peak,575.2,0.5
2024-01-03 15:00:00,Booster-Station-1,450.96,81.17,0.18,Peak,541.2,1.2
2024-01-03 15:00:00,Booster-Station-2,394.35,70.98,0.18,Peak,473.2,1.2
2024-01-03 15:00:00,Admin-Building,45.43,8.18,0.18,Peak,,
2024-01-03 15:00:00,Laboratory,68.22,12.28,0.18,Peak,,
2024-01-03 15:00:00,Operations-Center,85.03,15.3,0.18,Peak,,
2024-01-03 16:00:00,Main-Treatment-Plant,1197.15,215.49,0.18,Peak,598.6,0.5
2024-01-03 16:00:00,North-Pumping-Station,591.22,106.42,0.18,Peak,709.5,1.2
2024-01-03 16:00:00,South-Pumping-Station,381.6,68.69,0.18,Peak,457.9,1.2
2024-01-03 16:00:00,Desalination-Plant,1282.4,230.83,0.18,Peak,641.2,0.5
2024-01-03 16:00:00,Booster-Station-1,470.33,84.66,0.18,Peak,564.4,1.2
2024-01-03 16:00:00,Booster-Station-2,473.26,85.19,0.18,Peak,567.9,1.2
2024-01-03 16:00:00,Admin-Building,87.65,15.78,0.18,Peak,,
2024-01-03 16:00:00,Laboratory,75.57,13.6,0.18,Peak,,
2024-01-03 16:00:00,Operations-Center,72.77,13.1,0.18,Peak,,
2024-01-03 17:00:00,Main-Treatment-Plant,1195.81,215.24,0.18,Peak,597.9,0.5
2024-01-03 17:00:00,North-Pumping-Station,507.06,91.27,0.18,Peak,608.5,1.2
2024-01-03 17:00:00,South-Pumping-Station,479.42,86.29,0.18,Peak,575.3,1.2
2024-01-03 17:00:00,Desalination-Plant,1127.94,203.03,0.18,Peak,564.0,0.5
2024-01-03 17:00:00,Booster-Station-1,401.95,72.35,0.18,Peak,482.3,1.2
2024-01-03 17:00:00,Booster-Station-2,505.07,90.91,0.18,Peak,606.1,1.2
2024-01-03 17:00:00,Admin-Building,49.0,8.82,0.18,Peak,,
2024-01-03 17:00:00,Laboratory,29.74,5.35,0.18,Peak,,
2024-01-03 17:00:00,Operations-Center,44.01,7.92,0.18,Peak,,
2024-01-03 18:00:00,Main-Treatment-Plant,1585.86,285.45,0.18,Peak,792.9,0.5
2024-01-03 18:00:00,North-Pumping-Station,781.34,140.64,0.18,Peak,937.6,1.2
2024-01-03 18:00:00,South-Pumping-Station,641.53,115.48,0.18,Peak,769.8,1.2
2024-01-03 18:00:00,Desalination-Plant,1649.94,296.99,0.18,Peak,825.0,0.5
2024-01-03 18:00:00,Booster-Station-1,660.48,118.89,0.18,Peak,792.6,1.2
2024-01-03 18:00:00,Booster-Station-2,585.99,105.48,0.18,Peak,703.2,1.2
2024-01-03 18:00:00,Admin-Building,9.85,1.77,0.18,Peak,,
2024-01-03 18:00:00,Laboratory,8.05,1.45,0.18,Peak,,
2024-01-03 18:00:00,Operations-Center,10.98,1.98,0.18,Peak,,
2024-01-03 19:00:00,Main-Treatment-Plant,1710.22,307.84,0.18,Peak,855.1,0.5
2024-01-03 19:00:00,North-Pumping-Station,690.02,124.2,0.18,Peak,828.0,1.2
2024-01-03 19:00:00,South-Pumping-Station,646.23,116.32,0.18,Peak,775.5,1.2
2024-01-03 19:00:00,Desalination-Plant,1695.89,305.26,0.18,Peak,847.9,0.5
2024-01-03 19:00:00,Booster-Station-1,584.8,105.26,0.18,Peak,701.8,1.2
2024-01-03 19:00:00,Booster-Station-2,556.68,100.2,0.18,Peak,668.0,1.2
2024-01-03 19:00:00,Admin-Building,7.3,1.31,0.18,Peak,,
2024-01-03 19:00:00,Laboratory,7.35,1.32,0.18,Peak,,
2024-01-03 19:00:00,Operations-Center,12.16,2.19,0.18,Peak,,
2024-01-03 20:00:00,Main-Treatment-Plant,1639.53,295.12,0.18,Peak,819.8,0.5
2024-01-03 20:00:00,North-Pumping-Station,663.93,119.51,0.18,Peak,796.7,1.2
2024-01-03 20:00:00,South-Pumping-Station,574.06,103.33,0.18,Peak,688.9,1.2
2024-01-03 20:00:00,Desalination-Plant,1610.69,289.92,0.18,Peak,805.3,0.5
