complaint_id,customer_id,complaint_date,complaint_type,priority,status,location,resolution_date,resolution_hours,customer_satisfied
COMP-01795,CUST-04186,2024-01-21 00:00:00,Leak-Reported,High,Resolved,Station-12-Suburb-West,2024-01-22 10:14:47,34.2,Yes
COMP-00356,CUST-04378,2024-01-22 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-01-23 13:34:43,37.6,Pending
COMP-00455,CUST-03001,2024-01-22 00:00:00,Service-Interruption,Medium,Resolved,Station-01-Downtown,2024-01-25 03:20:34,75.3,No
COMP-00502,CUST-01745,2024-01-22 00:00:00,Billing-Error,Medium,In-Progress,Station-04-Residential-South,,,
COMP-00542,CUST-01184,2024-01-22 00:00:00,Meter-Issue,Medium,Resolved,Station-07-Hospital,2024-01-23 06:34:03,30.6,No
COMP-00743,CUST-04422,2024-01-22 00:00:00,High-Bill,Medium,Closed,Zone-C-South,2024-01-24 15:33:37,63.6,No
COMP-01234,CUST-02564,2024-01-22 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-01-22 20:59:17,21.0,No
COMP-01260,CUST-03181,2024-01-22 00:00:00,Service-Interruption,Critical,Closed,Station-10-Port,2024-01-22 03:55:58,3.9,Yes
COMP-01444,CUST-02619,2024-01-22 00:00:00,Customer-Service,Medium,Closed,Station-09-Mall,2024-01-23 02:31:36,26.5,No
COMP-01621,CUST-03086,2024-01-22 00:00:00,Leak-Reported,High,In-Progress,Station-03-Residential-North,,,
COMP-01711,CUST-04920,2024-01-22 00:00:00,Meter-Issue,Medium,Closed,Station-07-Hospital,2024-01-24 20:21:41,68.4,Pending
COMP-01839,CUST-00476,2024-01-22 00:00:00,Connection-Request,Low,Closed,Station-06-Airport,2024-01-30 12:21:42,204.4,Pending
COMP-00168,CUST-01050,2024-01-23 00:00:00,Connection-Request,Low,Closed,Station-08-University,2024-01-26 05:58:05,78.0,No
COMP-00291,CUST-01578,2024-01-23 00:00:00,Billing-Error,Low,Closed,Station-03-Residential-North,2024-01-26 17:10:24,89.2,Pending
COMP-00364,CUST-00906,2024-01-23 00:00:00,High-Bill,Medium,Closed,Zone-E-West,2024-01-25 05:51:51,53.9,No
COMP-00622,CUST-04775,2024-01-23 00:00:00,High-Bill,High,Closed,Station-02-Industrial,2024-01-24 06:59:19,31.0,No
COMP-00749,CUST-02402,2024-01-23 00:00:00,Water-Quality,Critical,Closed,Station-03-Residential-North,2024-01-23 05:13:29,5.2,No
COMP-00837,CUST-03829,2024-01-23 00:00:00,Water-Quality,High,Closed,Zone-C-South,2024-01-23 13:52:29,13.9,No
COMP-00976,CUST-02250,2024-01-23 00:00:00,Meter-Issue,Low,Closed,Station-05-Coastal,2024-01-31 01:20:16,193.3,No
COMP-01142,CUST-02022,2024-01-23 00:00:00,Meter-Issue,Medium,Resolved,Station-07-Hospital,2024-01-26 02:54:07,74.9,Yes
COMP-01717,CUST-03133,2024-01-23 00:00:00,High-Bill,Low,Closed,Station-01-Downtown,2024-01-28 15:39:49,135.7,No
COMP-01867,CUST-00718,2024-01-23 00:00:00,Water-Quality,Critical,Closed,Station-11-Suburb-East,2024-01-23 01:09:35,1.2,Yes
COMP-00694,CUST-00822,2024-01-24 00:00:00,Billing-Error,Critical,Closed,Zone-E-West,2024-01-24 06:08:20,6.1,No
COMP-00824,CUST-04787,2024-01-24 00:00:00,Customer-Service,Medium,Closed,Station-04-Residential-South,2024-01-27 20:23:33,92.4,Yes
COMP-00917,CUST-04558,2024-01-24 00:00:00,Leak-Reported,High,Closed,Station-05-Coastal,2024-01-25 05:47:41,29.8,No
COMP-00978,CUST-01938,2024-01-24 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-01-25 07:25:21,31.4,No
COMP-01061,CUST-00916,2024-01-24 00:00:00,Low-Pressure,Medium,Closed,Station-11-Suburb-East,2024-01-25 09:46:16,33.8,Pending
COMP-01275,CUST-03127,2024-01-24 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-01-26 10:03:41,58.1,Yes
COMP-01454,CUST-04410,2024-01-24 00:00:00,Connection-Request,Critical,Closed,Zone-C-South,2024-01-24 09:51:36,9.9,No
COMP-01638,CUST-00073,2024-01-24 00:00:00,Service-Interruption,Critical,Resolved,Zone-E-West,2024-01-24 09:04:48,9.1,No
COMP-01672,CUST-04070,2024-01-24 00:00:00,Water-Quality,High,Closed,Station-07-Hospital,2024-01-24 06:04:47,6.1,Pending
COMP-01783,CUST-04813,2024-01-24 00:00:00,High-Bill,Low,Closed,Zone-C-South,2024-01-31 21:34:35,189.6,Pending
COMP-00194,CUST-03926,2024-01-25 00:00:00,Water-Quality,Medium,Closed,Station-08-University,2024-01-29 09:20:38,105.3,Pending
COMP-00638,CUST-02167,2024-01-25 00:00:00,High-Bill,Medium,Resolved,Station-11-Suburb-East,2024-01-27 16:39:57,64.7,Yes
COMP-00890,CUST-00270,2024-01-25 00:00:00,Water-Quality,Critical,Closed,Station-03-Residential-North,2024-01-25 02:54:33,2.9,Yes
COMP-01035,CUST-00907,2024-01-25 00:00:00,Water-Quality,Critical,Closed,Zone-C-South,2024-01-25 07:04:15,7.1,No
COMP-01135,CUST-00673,2024-01-25 00:00:00,Connection-Request,Critical,Closed,Station-07-Hospital,2024-01-25 05:20:27,5.3,Yes
COMP-01225,CUST-01893,2024-01-25 00:00:00,Water-Quality,High,Closed,Station-06-Airport,2024-01-25 08:19:04,8.3,Pending
COMP-01582,CUST-04169,2024-01-25 00:00:00,Service-Interruption,Medium,Closed,Station-05-Coastal,2024-01-28 15:23:01,87.4,Yes
COMP-01881,CUST-02168,2024-01-25 00:00:00,High-Bill,High,Closed,Station-02-Industrial,2024-01-26 12:03:07,36.1,No
COMP-00243,CUST-00184,2024-01-26 00:00:00,High-Bill,High,Closed,Station-12-Suburb-West,2024-01-27 15:41:42,39.7,Pending
COMP-00463,CUST-02839,2024-01-26 00:00:00,High-Bill,Medium,Closed,Zone-A-Downtown,2024-01-27 04:54:54,28.9,Pending
COMP-00808,CUST-04248,2024-01-26 00:00:00,High-Bill,High,Closed,Station-03-Residential-North,2024-01-26 22:28:37,22.5,No
COMP-00924,CUST-03743,2024-01-26 00:00:00,Water-Quality,High,Closed,Station-06-Airport,2024-01-26 08:19:44,8.3,Pending
COMP-01016,CUST-03346,2024-01-26 00:00:00,Billing-Error,Medium,Closed,Station-10-Port,2024-01-29 20:40:28,92.7,Yes
COMP-01206,CUST-04593,2024-01-26 00:00:00,Low-Pressure,Low,Closed,Zone-A-Downtown,2024-01-30 01:41:55,97.7,Pending
COMP-01569,CUST-00761,2024-01-26 00:00:00,High-Bill,Medium,Closed,Zone-B-North,2024-01-28 03:34:08,51.6,No
COMP-01715,CUST-01445,2024-01-26 00:00:00,Billing-Error,Low,Closed,Station-07-Hospital,2024-01-28 20:59:34,69.0,Pending
COMP-01946,CUST-02631,2024-01-26 00:00:00,Service-Interruption,Critical,Closed,Station-11-Suburb-East,2024-01-26 06:25:02,6.4,No
COMP-00156,CUST-02354,2024-01-27 00:00:00,Leak-Reported,High,In-Progress,Station-03-Residential-North,,,
COMP-00430,CUST-00880,2024-01-27 00:00:00,High-Bill,Critical,Resolved,Station-03-Residential-North,2024-01-27 08:50:34,8.8,No
COMP-00605,CUST-04596,2024-01-27 00:00:00,Low-Pressure,Medium,Resolved,Zone-H-Hills,2024-01-30 11:26:17,83.4,Pending
COMP-00676,CUST-00660,2024-01-27 00:00:00,Other,Low,In-Progress,Station-01-Downtown,,,
COMP-01074,CUST-01902,2024-01-27 00:00:00,Service-Interruption,Critical,Closed,Zone-G-Coastal,2024-01-27 03:39:10,3.7,Pending
COMP-01107,CUST-04689,2024-01-27 00:00:00,Water-Quality,Critical,Closed,Station-12-Suburb-West,2024-01-27 02:10:59,2.2,Pending
COMP-01161,CUST-01333,2024-01-27 00:00:00,Leak-Reported,Medium,Closed,Station-07-Hospital,2024-01-29 04:59:00,53.0,No
COMP-01325,CUST-01346,2024-01-27 00:00:00,High-Bill,Medium,Closed,Station-09-Mall,2024-01-30 17:09:53,89.2,Pending
COMP-01361,CUST-04286,2024-01-27 00:00:00,Water-Quality,Critical,Closed,Station-02-Industrial,2024-01-27 03:11:39,3.2,Yes
COMP-00139,CUST-03420,2024-01-28 00:00:00,Meter-Issue,High,Closed,Station-04-Residential-South,2024-01-29 08:33:46,32.6,No
COMP-00404,CUST-04765,2024-01-28 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-01-28 04:30:41,4.5,No
COMP-00519,CUST-03114,2024-01-28 00:00:00,Water-Quality,Critical,Closed,Zone-H-Hills,2024-01-28 03:36:02,3.6,Yes
COMP-01070,CUST-01705,2024-01-28 00:00:00,Billing-Error,Medium,Closed,Station-09-Mall,2024-02-01 15:16:11,111.3,No
COMP-01185,CUST-01694,2024-01-28 00:00:00,Water-Quality,High,Closed,Station-09-Mall,2024-01-28 07:00:31,7.0,No
COMP-01249,CUST-03564,2024-01-28 00:00:00,Customer-Service,Medium,Resolved,Zone-A-Downtown,2024-02-01 08:53:46,104.9,Yes
COMP-01012,CUST-01853,2024-01-29 00:00:00,Connection-Request,High,In-Progress,Zone-D-East,,,
COMP-01064,CUST-03924,2024-01-29 00:00:00,Meter-Issue,Medium,Closed,Zone-H-Hills,2024-02-01 15:13:02,87.2,Yes
COMP-01158,CUST-02318,2024-01-29 00:00:00,Meter-Issue,Medium,Closed,Station-11-Suburb-East,2024-01-30 05:34:17,29.6,No
COMP-01617,CUST-01676,2024-01-29 00:00:00,Low-Pressure,High,In-Progress,Zone-H-Hills,,,
COMP-01696,CUST-01890,2024-01-29 00:00:00,Leak-Reported,Medium,Resolved,Zone-F-Industrial,2024-02-02 08:54:48,104.9,Yes
COMP-00101,CUST-04574,2024-01-30 00:00:00,Customer-Service,High,Closed,Station-12-Suburb-West,2024-01-31 13:02:50,37.0,Pending
COMP-00153,CUST-04428,2024-01-30 00:00:00,Water-Quality,Medium,Closed,Station-02-Industrial,2024-01-31 13:06:10,37.1,Yes
COMP-00214,CUST-03262,2024-01-30 00:00:00,Billing-Error,Medium,Closed,Station-06-Airport,2024-02-03 23:38:30,119.6,Pending
COMP-00241,CUST-00634,2024-01-30 00:00:00,High-Bill,High,Closed,Station-04-Residential-South,2024-01-31 03:41:55,27.7,Pending
COMP-00666,CUST-03448,2024-01-30 00:00:00,Customer-Service,Medium,Closed,Zone-H-Hills,2024-02-03 09:13:42,105.2,No
COMP-01024,CUST-03021,2024-01-30 00:00:00,Connection-Request,High,Resolved,Station-11-Suburb-East,2024-01-31 19:24:48,43.4,Yes
COMP-01482,CUST-03741,2024-01-30 00:00:00,Low-Pressure,High,Closed,Station-12-Suburb-West,2024-01-31 23:13:06,47.2,Yes
COMP-01760,CUST-04313,2024-01-30 00:00:00,Service-Interruption,High,Closed,Station-02-Industrial,2024-01-30 04:14:47,4.2,Yes
COMP-01794,CUST-00932,2024-01-30 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-02-02 02:51:27,74.9,Yes
COMP-00044,CUST-02432,2024-01-31 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-02-01 19:55:11,43.9,Pending
COMP-00173,CUST-01417,2024-01-31 00:00:00,Service-Interruption,Critical,Closed,Station-03-Residential-North,2024-01-31 09:10:21,9.2,Yes
COMP-00507,CUST-04562,2024-01-31 00:00:00,High-Bill,Medium,Closed,Zone-E-West,2024-02-04 01:51:12,97.9,Pending
COMP-00721,CUST-03852,2024-01-31 00:00:00,Billing-Error,High,Closed,Station-06-Airport,2024-02-01 12:32:21,36.5,Yes
COMP-01208,CUST-00130,2024-01-31 00:00:00,Service-Interruption,Critical,Closed,Station-10-Port,2024-01-31 03:43:31,3.7,Yes
COMP-01287,CUST-00308,2024-01-31 00:00:00,Connection-Request,Medium,Closed,Station-09-Mall,2024-02-04 15:05:42,111.1,Yes
COMP-01440,CUST-00961,2024-01-31 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-02-01 18:24:58,42.4,Pending
COMP-01647,CUST-01940,2024-01-31 00:00:00,Service-Interruption,Medium,In-Progress,Station-05-Coastal,,,
COMP-01705,CUST-02060,2024-01-31 00:00:00,Leak-Reported,High,Closed,Zone-H-Hills,2024-02-01 18:51:12,42.9,No
COMP-01708,CUST-01398,2024-01-31 00:00:00,Water-Quality,Critical,Closed,Station-07-Hospital,2024-01-31 09:37:23,9.6,No
COMP-00122,CUST-02481,2024-02-01 00:00:00,Service-Interruption,Critical,Resolved,Station-11-Suburb-East,2024-02-01 06:23:27,6.4,Yes
COMP-00305,CUST-03479,2024-02-01 00:00:00,Customer-Service,High,Closed,Station-10-Port,2024-02-02 14:06:47,38.1,Pending
COMP-00528,CUST-04665,2024-02-01 00:00:00,Low-Pressure,High,Closed,Station-06-Airport,2024-02-01 06:32:49,6.5,Yes
COMP-01034,CUST-00893,2024-02-01 00:00:00,High-Bill,Critical,Closed,Zone-C-South,2024-02-01 11:15:17,11.3,Pending
COMP-01052,CUST-01571,2024-02-01 00:00:00,High-Bill,Medium,Closed,Station-07-Hospital,2024-02-02 10:24:56,34.4,No
COMP-01147,CUST-03890,2024-02-01 00:00:00,Customer-Service,Medium,Closed,Zone-C-South,2024-02-04 10:34:17,82.6,Pending
COMP-01232,CUST-01263,2024-02-01 00:00:00,Meter-Issue,Medium,Closed,Zone-A-Downtown,2024-02-04 16:38:19,88.6,Pending
COMP-01710,CUST-03373,2024-02-01 00:00:00,High-Bill,Medium,Resolved,Station-11-Suburb-East,2024-02-04 12:09:29,84.2,Yes
COMP-01986,CUST-04247,2024-02-01 00:00:00,Connection-Request,Low,In-Progress,Station-02-Industrial,,,
COMP-00098,CUST-01711,2024-02-02 00:00:00,Low-Pressure,Medium,Resolved,Zone-H-Hills,2024-02-03 04:17:59,28.3,Yes
COMP-00125,CUST-03880,2024-02-02 00:00:00,Service-Interruption,Medium,Closed,Zone-H-Hills,2024-02-04 09:40:01,57.7,Yes
COMP-00271,CUST-04344,2024-02-02 00:00:00,Billing-Error,Low,Closed,Zone-A-Downtown,2024-02-10 06:53:02,198.9,No
COMP-00406,CUST-02066,2024-02-02 00:00:00,Low-Pressure,High,Closed,Station-06-Airport,2024-02-02 15:06:18,15.1,No
COMP-00416,CUST-03717,2024-02-02 00:00:00,Other,High,Closed,Station-12-Suburb-West,2024-02-02 19:38:12,19.6,Yes
COMP-00868,CUST-03199,2024-02-02 00:00:00,Connection-Request,Critical,Closed,Zone-E-West,2024-02-02 05:36:01,5.6,Yes
COMP-01243,CUST-03975,2024-02-02 00:00:00,Low-Pressure,Low,Closed,Zone-H-Hills,2024-02-04 04:38:56,52.6,Pending
COMP-01460,CUST-02604,2024-02-02 00:00:00,Leak-Reported,High,Closed,Station-01-Downtown,2024-02-02 22:51:31,22.9,Yes
COMP-01686,CUST-03239,2024-02-02 00:00:00,High-Bill,Critical,Resolved,Zone-H-Hills,2024-02-02 04:49:44,4.8,No
COMP-00294,CUST-04082,2024-02-03 00:00:00,Water-Quality,Critical,In-Progress,Station-11-Suburb-East,,,
COMP-00433,CUST-02651,2024-02-03 00:00:00,Service-Interruption,Medium,Closed,Zone-F-Industrial,2024-02-04 15:38:52,39.6,Yes
COMP-00816,CUST-03708,2024-02-03 00:00:00,Connection-Request,Medium,Resolved,Station-09-Mall,2024-02-07 22:05:03,118.1,Pending
COMP-00949,CUST-01496,2024-02-03 00:00:00,Water-Quality,Low,Closed,Zone-C-South,2024-02-05 08:16:56,56.3,Yes
COMP-01039,CUST-04635,2024-02-03 00:00:00,Service-Interruption,High,Closed,Station-05-Coastal,2024-02-04 00:02:16,24.0,No
COMP-01264,CUST-04531,2024-02-03 00:00:00,Water-Quality,High,Resolved,Station-10-Port,2024-02-04 15:26:51,39.4,No
COMP-01387,CUST-04364,2024-02-03 00:00:00,Customer-Service,Medium,Closed,Zone-A-Downtown,2024-02-06 02:49:24,74.8,No
COMP-01931,CUST-04068,2024-02-03 00:00:00,Water-Quality,High,Closed,Station-02-Industrial,2024-02-04 21:54:53,45.9,Pending
COMP-00065,CUST-01415,2024-02-04 00:00:00,Connection-Request,High,Closed,Zone-B-North,2024-02-05 20:56:01,44.9,Pending
COMP-00066,CUST-04372,2024-02-04 00:00:00,Connection-Request,High,Closed,Zone-C-South,2024-02-05 18:53:00,42.9,No
COMP-00366,CUST-01810,2024-02-04 00:00:00,High-Bill,Low,Closed,Zone-C-South,2024-02-06 14:03:18,62.1,No
COMP-00401,CUST-01288,2024-02-04 00:00:00,High-Bill,Medium,Closed,Zone-F-Industrial,2024-02-05 05:18:02,29.3,No
COMP-00427,CUST-00123,2024-02-04 00:00:00,High-Bill,High,Closed,Zone-C-South,2024-02-04 22:23:05,22.4,No
COMP-00753,CUST-01859,2024-02-04 00:00:00,Service-Interruption,Critical,Closed,Station-03-Residential-North,2024-02-04 06:31:39,6.5,Yes
COMP-00975,CUST-04223,2024-02-04 00:00:00,Customer-Service,Medium,Closed,Station-02-Industrial,2024-02-06 18:57:46,67.0,Yes
COMP-01520,CUST-00844,2024-02-04 00:00:00,Low-Pressure,Medium,Closed,Station-09-Mall,2024-02-05 05:23:15,29.4,Pending
COMP-01956,CUST-01867,2024-02-04 00:00:00,Service-Interruption,Critical,Closed,Zone-A-Downtown,2024-02-04 08:46:56,8.8,No
COMP-00200,CUST-02379,2024-02-05 00:00:00,High-Bill,High,Closed,Zone-C-South,2024-02-06 15:47:47,39.8,Pending
COMP-00372,CUST-03758,2024-02-05 00:00:00,High-Bill,Medium,Resolved,Station-11-Suburb-East,2024-02-08 12:48:44,84.8,Yes
COMP-00921,CUST-00817,2024-02-05 00:00:00,Billing-Error,Low,Closed,Station-05-Coastal,2024-02-12 07:30:37,175.5,No
COMP-01150,CUST-02452,2024-02-05 00:00:00,High-Bill,High,Closed,Zone-B-North,2024-02-06 03:18:28,27.3,Pending
COMP-01531,CUST-04124,2024-02-05 00:00:00,Water-Quality,Critical,Closed,Station-11-Suburb-East,2024-02-05 01:01:30,1.0,Pending
COMP-00121,CUST-00198,2024-02-06 00:00:00,Connection-Request,Low,Closed,Station-10-Port,2024-02-11 13:52:42,133.9,Yes
COMP-00212,CUST-02494,2024-02-06 00:00:00,Water-Quality,High,Closed,Zone-E-West,2024-02-07 17:11:20,41.2,Yes
COMP-00474,CUST-04529,2024-02-06 00:00:00,High-Bill,Medium,Resolved,Station-01-Downtown,2024-02-09 23:47:33,95.8,Pending
COMP-00689,CUST-03447,2024-02-06 00:00:00,Service-Interruption,Medium,Resolved,Station-12-Suburb-West,2024-02-09 13:09:43,85.2,Yes
COMP-00971,CUST-03474,2024-02-06 00:00:00,Low-Pressure,High,Closed,Station-02-Industrial,2024-02-07 00:47:25,24.8,No
COMP-01576,CUST-02624,2024-02-06 00:00:00,High-Bill,High,Closed,Station-09-Mall,2024-02-07 08:14:13,32.2,Pending
COMP-01589,CUST-00192,2024-02-06 00:00:00,Service-Interruption,High,Resolved,Zone-H-Hills,2024-02-06 23:54:33,23.9,Pending
COMP-01756,CUST-04437,2024-02-06 00:00:00,Water-Quality,High,In-Progress,Station-12-Suburb-West,,,
COMP-00033,CUST-00889,2024-02-07 00:00:00,Service-Interruption,Critical,In-Progress,Station-05-Coastal,,,
COMP-00251,CUST-01437,2024-02-07 00:00:00,Leak-Reported,High,Closed,Zone-C-South,2024-02-08 07:41:34,31.7,Yes
COMP-00386,CUST-00794,2024-02-07 00:00:00,Billing-Error,Medium,Resolved,Zone-F-Industrial,2024-02-11 11:15:32,107.3,Yes
COMP-00550,CUST-01617,2024-02-07 00:00:00,Water-Quality,High,Resolved,Zone-H-Hills,2024-02-08 23:50:10,47.8,Pending
COMP-00678,CUST-01386,2024-02-07 00:00:00,High-Bill,Medium,In-Progress,Zone-C-South,,,
COMP-00836,CUST-01340,2024-02-07 00:00:00,Low-Pressure,High,Closed,Station-07-Hospital,2024-02-08 02:03:19,26.1,Pending
COMP-00960,CUST-03791,2024-02-08 00:00:00,High-Bill,High,Closed,Station-06-Airport,2024-02-09 12:18:30,36.3,No
COMP-01511,CUST-04593,2024-02-08 00:00:00,Leak-Reported,High,Closed,Station-02-Industrial,2024-02-09 22:04:35,46.1,Pending
COMP-01573,CUST-01150,2024-02-08 00:00:00,Low-Pressure,Medium,Closed,Zone-A-Downtown,2024-02-09 14:08:57,38.1,No
COMP-01598,CUST-02879,2024-02-08 00:00:00,Leak-Reported,Medium,Closed,Station-12-Suburb-West,2024-02-12 07:11:46,103.2,No
COMP-01632,CUST-00853,2024-02-08 00:00:00,High-Bill,Medium,In-Progress,Station-09-Mall,,,
COMP-01932,CUST-04992,2024-02-08 00:00:00,Customer-Service,Medium,Closed,Zone-B-North,2024-02-12 21:21:20,117.4,Pending
COMP-00562,CUST-04400,2024-02-09 00:00:00,Water-Quality,Critical,Closed,Zone-C-South,2024-02-09 02:14:23,2.2,Yes
COMP-00718,CUST-04510,2024-02-09 00:00:00,Water-Quality,High,Closed,Station-06-Airport,2024-02-10 12:45:09,36.8,Yes
COMP-01449,CUST-01179,2024-02-09 00:00:00,High-Bill,Low,Resolved,Zone-B-North,2024-02-13 11:49:50,107.8,No
COMP-01879,CUST-03149,2024-02-09 00:00:00,High-Bill,Critical,Closed,Zone-B-North,2024-02-09 04:36:49,4.6,Pending
COMP-00319,CUST-01168,2024-02-10 00:00:00,Water-Quality,Critical,Closed,Station-09-Mall,2024-02-10 10:04:19,10.1,Yes
COMP-00873,CUST-02555,2024-02-10 00:00:00,High-Bill,High,Resolved,Zone-B-North,2024-02-11 06:15:50,30.3,No
COMP-01486,CUST-02315,2024-02-10 00:00:00,High-Bill,Low,In-Progress,Station-05-Coastal,,,
COMP-01498,CUST-00664,2024-02-10 00:00:00,Billing-Error,Medium,Closed,Station-04-Residential-South,2024-02-14 03:23:25,99.4,Pending
COMP-01594,CUST-02444,2024-02-10 00:00:00,Customer-Service,Medium,Closed,Station-10-Port,2024-02-12 17:15:16,65.3,Pending
COMP-01786,CUST-04746,2024-02-10 00:00:00,Leak-Reported,Low,Resolved,Station-10-Port,2024-02-18 21:52:47,213.9,No
COMP-00312,CUST-04431,2024-02-11 00:00:00,Other,Critical,Closed,Zone-D-East,2024-02-11 07:29:17,7.5,Pending
COMP-00411,CUST-03531,2024-02-11 00:00:00,Water-Quality,Medium,Closed,Station-01-Downtown,2024-02-15 15:04:51,111.1,Pending
COMP-00538,CUST-02983,2024-02-11 00:00:00,Low-Pressure,Medium,Closed,Station-01-Downtown,2024-02-12 11:59:07,36.0,No
COMP-00844,CUST-02568,2024-02-11 00:00:00,Leak-Reported,Medium,Closed,Station-10-Port,2024-02-15 08:35:35,104.6,Yes
COMP-00948,CUST-04785,2024-02-11 00:00:00,High-Bill,Medium,Closed,Station-09-Mall,2024-02-14 15:53:31,87.9,Yes
COMP-01059,CUST-03819,2024-02-11 00:00:00,Billing-Error,Low,Closed,Station-04-Residential-South,2024-02-18 14:13:55,182.2,Pending
COMP-01241,CUST-01019,2024-02-11 00:00:00,High-Bill,Medium,Closed,Zone-F-Industrial,2024-02-14 23:44:48,95.7,Pending
COMP-01637,CUST-04554,2024-02-11 00:00:00,Billing-Error,Medium,Resolved,Station-05-Coastal,2024-02-13 00:58:03,49.0,Pending
COMP-01721,CUST-01502,2024-02-11 00:00:00,Low-Pressure,Low,Closed,Station-01-Downtown,2024-02-15 07:27:16,103.5,No
COMP-01873,CUST-01862,2024-02-11 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-02-15 13:39:49,109.7,Yes
COMP-00424,CUST-02453,2024-02-12 00:00:00,Billing-Error,Low,Closed,Zone-G-Coastal,2024-02-19 21:14:29,189.2,Yes
COMP-00461,CUST-03574,2024-02-12 00:00:00,Meter-Issue,Medium,Closed,Station-10-Port,2024-02-16 04:02:44,100.0,No
COMP-00586,CUST-04494,2024-02-12 00:00:00,Other,Low,Resolved,Station-01-Downtown,2024-02-21 21:36:55,237.6,Pending
COMP-00635,CUST-01300,2024-02-12 00:00:00,Billing-Error,High,In-Progress,Zone-F-Industrial,,,
COMP-00729,CUST-02692,2024-02-12 00:00:00,Service-Interruption,High,Resolved,Station-09-Mall,2024-02-12 20:40:53,20.7,Yes
COMP-00735,CUST-04249,2024-02-12 00:00:00,Billing-Error,Low,Resolved,Station-12-Suburb-West,2024-02-21 21:10:19,237.2,Pending
COMP-01080,CUST-00852,2024-02-12 00:00:00,Low-Pressure,Critical,Resolved,Station-12-Suburb-West,2024-02-12 07:12:58,7.2,Yes
COMP-01133,CUST-01983,2024-02-12 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-02-16 12:29:11,108.5,Yes
COMP-01229,CUST-04774,2024-02-12 00:00:00,Low-Pressure,Medium,Resolved,Zone-H-Hills,2024-02-13 08:14:15,32.2,Yes
COMP-01281,CUST-02044,2024-02-12 00:00:00,Water-Quality,Medium,Closed,Zone-D-East,2024-02-13 07:09:53,31.2,Yes
COMP-01300,CUST-02428,2024-02-12 00:00:00,Service-Interruption,Low,Closed,Station-03-Residential-North,2024-02-21 20:34:48,236.6,Pending
COMP-01720,CUST-03497,2024-02-12 00:00:00,High-Bill,Medium,Closed,Station-03-Residential-North,2024-02-15 23:11:39,95.2,Yes
COMP-01851,CUST-00503,2024-02-12 00:00:00,Water-Quality,High,Resolved,Zone-F-Industrial,2024-02-12 09:31:25,9.5,No
COMP-00106,CUST-02689,2024-02-13 00:00:00,Other,Medium,Closed,Station-08-University,2024-02-17 01:24:32,97.4,No
COMP-00131,CUST-03742,2024-02-13 00:00:00,Low-Pressure,Low,Closed,Zone-A-Downtown,2024-02-22 10:11:00,226.2,Pending
COMP-00288,CUST-02157,2024-02-13 00:00:00,Meter-Issue,Medium,Resolved,Zone-H-Hills,2024-02-16 09:36:49,81.6,No
COMP-00957,CUST-00167,2024-02-13 00:00:00,High-Bill,Medium,Closed,Station-12-Suburb-West,2024-02-17 18:50:37,114.8,Pending
COMP-01029,CUST-03570,2024-02-13 00:00:00,Billing-Error,High,Closed,Station-02-Industrial,2024-02-14 22:42:02,46.7,No
COMP-01118,CUST-02641,2024-02-13 00:00:00,High-Bill,Critical,Closed,Zone-F-Industrial,2024-02-13 05:30:33,5.5,No
