⚠️ File truncated for preview (showing first 0.5MB of 0.8MB)
────────────────────────────────────────────────────────────

asset_id,asset_type,install_date,age_years,maintenance_date,maintenance_type,failure_mode,downtime_hours,cost_usd,parts_replaced,priority,completed
Meter-0909,Meter,2014-09-14,0.6,2015-04-18,Emergency,Calibration-Drift,39.2,8766.69,Yes,Critical,Yes
Pump-0026,Pump,2014-08-15,0.7,2015-04-21,Preventive,,3.6,1399.34,No,Normal,Yes
Filter-0642,Filter,2014-05-26,0.9,2015-04-21,Corrective,Wear,2.7,3160.42,Yes,High,Yes
Chlorinator-0539,Chlorinator,2014-10-15,0.5,2015-04-22,Preventive,,1.2,940.19,No,Normal,Yes
Filter-0627,Filter,2014-10-22,0.5,2015-04-24,Preventive,,4.0,1263.62,No,Normal,Yes
Pump-0122,Pump,2014-11-25,0.4,2015-04-25,Preventive,,2.5,771.42,No,Normal,Yes
Chlorinator-0505,Chlorinator,2014-02-19,1.2,2015-04-25,Inspection,,1.6,242.26,No,Normal,Yes
Meter-0855,Meter,2014-01-28,1.2,2015-04-25,Preventive,,3.7,1011.29,No,Normal,Yes
Meter-0875,Meter,2015-03-21,0.1,2015-04-26,Corrective,Mechanical-Break,6.5,4206.04,Yes,High,Yes
Sensor-0767,Sensor,2014-12-19,0.4,2015-04-27,Corrective,Wear,8.2,4982.84,Yes,High,Yes
Filter-0623,Filter,2014-11-05,0.5,2015-04-28,Preventive,,1.9,1378.77,No,Normal,Yes
Motor-0279,Motor,2014-05-16,1.0,2015-04-29,Emergency,Calibration-Drift,47.3,10278.55,Yes,Critical,Yes
Meter-0880,Meter,2014-02-08,1.2,2015-04-29,Inspection,,0.6,228.03,No,Normal,Yes
Valve-0229,Valve,2015-02-13,0.2,2015-05-01,Corrective,Corrosion,8.0,6187.33,No,High,Yes
Chlorinator-0537,Chlorinator,2014-03-31,1.1,2015-05-01,Emergency,Calibration-Drift,43.3,10266.51,No,Critical,Yes
Meter-0903,Meter,2014-10-16,0.5,2015-05-01,Preventive,,0.5,362.76,No,Normal,Yes
Valve-0149,Valve,2014-06-06,0.9,2015-05-02,Preventive,,3.7,310.85,No,Normal,Yes
Meter-0908,Meter,2014-05-23,0.9,2015-05-03,Preventive,,3.6,1287.35,No,Normal,Yes
Pump-0116,Pump,2014-07-07,0.8,2015-05-05,Preventive,,3.5,272.0,No,Normal,Yes
Chlorinator-0535,Chlorinator,2014-11-15,0.5,2015-05-05,Corrective,Wear,2.1,2388.34,No,High,Yes
Valve-0184,Valve,2014-05-18,1.0,2015-05-06,Preventive,,3.0,662.99,No,Normal,Yes
Meter-0882,Meter,2014-03-19,1.1,2015-05-06,Corrective,Seal-Leak,1.5,3262.95,Yes,High,Yes
Valve-0210,Valve,2014-09-19,0.6,2015-05-08,Preventive,,0.7,676.92,No,Normal,Yes
Pipe-Section-0388,Pipe-Section,2015-01-15,0.3,2015-05-08,Preventive,,2.2,998.87,No,Normal,Yes
Sensor-0821,Sensor,2015-01-15,0.3,2015-05-09,Preventive,,3.0,298.39,No,Normal,Yes
Pump-0051,Pump,2015-01-08,0.3,2015-05-11,Preventive,,2.3,585.26,No,Normal,Yes
Pipe-Section-0374,Pipe-Section,2014-06-17,0.9,2015-05-11,Corrective,Bearing-Failure,1.2,5923.71,Yes,High,Yes
Pump-0043,Pump,2015-04-03,0.1,2015-05-12,Corrective,Blockage,8.8,1216.89,No,High,Yes
Sensor-0720,Sensor,2014-11-21,0.5,2015-05-12,Preventive,,0.6,1355.93,No,Normal,Yes
Pipe-Section-0440,Pipe-Section,2014-09-02,0.7,2015-05-13,Emergency,Bearing-Failure,10.6,14788.62,No,Critical,Yes
Pump-0023,Pump,2014-06-13,0.9,2015-05-15,Preventive,,3.4,1260.74,No,Normal,Yes
Chlorinator-0522,Chlorinator,2014-12-26,0.4,2015-05-15,Preventive,,1.6,612.41,No,Normal,Yes
Pipe-Section-0436,Pipe-Section,2015-03-08,0.2,2015-05-16,Corrective,Blockage,3.8,1665.0,No,High,Yes
Pipe-Section-0472,Pipe-Section,2014-05-22,1.0,2015-05-16,Preventive,,2.1,673.98,No,Normal,Yes
Sensor-0750,Sensor,2014-12-03,0.4,2015-05-16,Corrective,Software-Error,4.3,4413.57,Yes,High,Yes
Sensor-0805,Sensor,2015-02-20,0.2,2015-05-17,Emergency,Seal-Leak,19.9,12284.68,No,Critical,Yes
Chlorinator-0528,Chlorinator,2014-05-21,1.0,2015-05-18,Corrective,Software-Error,7.9,1837.63,No,High,Yes
Chlorinator-0547,Chlorinator,2014-12-01,0.5,2015-05-18,Preventive,,1.4,848.01,No,Normal,Yes
Pump-0036,Pump,2014-03-23,1.2,2015-05-20,Emergency,Seal-Leak,44.3,13572.95,No,Critical,Yes
Meter-0905,Meter,2014-12-04,0.5,2015-05-20,Calibration,,0.6,351.13,No,Normal,Yes
Pump-0085,Pump,2014-06-18,0.9,2015-05-23,Corrective,Bearing-Failure,9.7,7078.05,No,High,Yes
Chlorinator-0569,Chlorinator,2014-02-28,1.2,2015-05-23,Corrective,Software-Error,7.6,7248.83,No,High,Yes
Filter-0601,Filter,2014-11-07,0.5,2015-05-23,Preventive,,3.1,775.11,No,Normal,Yes
Filter-0622,Filter,2014-04-13,1.1,2015-05-24,Preventive,,4.0,1051.78,No,Normal,Yes
Sensor-0770,Sensor,2014-09-28,0.7,2015-05-26,Inspection,,0.9,358.43,No,Normal,Yes
Filter-0629,Filter,2014-12-03,0.5,2015-05-27,Corrective,Seal-Leak,3.2,2936.52,No,High,Yes
Pump-0074,Pump,2015-02-22,0.3,2015-05-28,Preventive,,3.2,1358.89,No,Normal,Yes
Chlorinator-0530,Chlorinator,2014-01-25,1.3,2015-05-28,Emergency,Mechanical-Break,40.4,19825.14,Yes,Critical,Yes
Filter-0650,Filter,2014-07-27,0.8,2015-05-29,Emergency,Calibration-Drift,16.6,22011.48,No,Critical,Yes
Motor-0316,Motor,2014-04-07,1.1,2015-05-31,Preventive,,3.6,1341.62,No,Normal,Yes
Chlorinator-0552,Chlorinator,2014-02-22,1.3,2015-05-31,Inspection,,0.8,252.83,No,Normal,Yes
Meter-0880,Meter,2014-02-08,1.3,2015-06-02,Emergency,Software-Error,28.3,17612.41,No,Critical,Yes
Valve-0193,Valve,2014-10-10,0.6,2015-06-03,Preventive,,2.8,1094.69,No,Normal,Yes
Motor-0287,Motor,2014-07-07,0.9,2015-06-03,Preventive,,0.6,1041.91,No,Normal,Yes
Filter-0623,Filter,2014-11-05,0.6,2015-06-03,Inspection,,1.4,480.22,No,Normal,Yes
Filter-0626,Filter,2014-07-17,0.9,2015-06-03,Preventive,,1.2,719.5,No,Normal,Yes
Motor-0321,Motor,2014-07-21,0.9,2015-06-04,Preventive,,1.2,1202.07,No,Normal,Yes
Filter-0642,Filter,2014-05-26,1.0,2015-06-04,Preventive,,1.4,1379.05,No,Normal,Yes
Valve-0184,Valve,2014-05-18,1.1,2015-06-06,Corrective,Mechanical-Break,1.3,4062.73,Yes,High,Yes
Sensor-0736,Sensor,2015-01-12,0.4,2015-06-06,Corrective,Corrosion,7.8,2958.15,Yes,High,Yes
Pipe-Section-0351,Pipe-Section,2014-08-06,0.8,2015-06-07,Corrective,Blockage,9.2,2260.0,No,High,Yes
Pipe-Section-0380,Pipe-Section,2014-10-12,0.7,2015-06-07,Preventive,,1.6,845.72,No,Normal,Yes
Pipe-Section-0406,Pipe-Section,2014-01-11,1.4,2015-06-07,Corrective,Blockage,11.2,5269.45,Yes,High,Yes
Chlorinator-0497,Chlorinator,2014-08-14,0.8,2015-06-07,Preventive,,2.5,626.36,No,Normal,Yes
Valve-0175,Valve,2015-04-13,0.2,2015-06-08,Preventive,,2.5,1453.4,No,Normal,Yes
Valve-0219,Valve,2014-03-31,1.2,2015-06-10,Corrective,Wear,6.7,3710.83,No,High,Yes
Filter-0681,Filter,2014-11-20,0.6,2015-06-11,Preventive,,2.5,1230.04,No,Normal,Yes
Filter-0633,Filter,2014-10-30,0.6,2015-06-12,Preventive,,0.7,414.08,No,Normal,Yes
Pump-0016,Pump,2014-05-12,1.1,2015-06-13,Preventive,,3.9,409.18,No,Normal,Yes
Pipe-Section-0370,Pipe-Section,2014-06-04,1.0,2015-06-14,Preventive,,1.4,1457.08,No,Normal,Yes
Pipe-Section-0359,Pipe-Section,2014-10-11,0.7,2015-06-16,Preventive,,0.9,439.67,No,Normal,Yes
Pipe-Section-0479,Pipe-Section,2014-10-09,0.7,2015-06-17,Preventive,,1.4,1208.94,No,Normal,Yes
Meter-0890,Meter,2014-10-09,0.7,2015-06-17,Corrective,Bearing-Failure,6.1,5532.94,No,High,Yes
Pipe-Section-0423,Pipe-Section,2015-02-04,0.4,2015-06-18,Calibration,,1.8,246.56,No,Normal,Yes
Chlorinator-0505,Chlorinator,2014-02-19,1.3,2015-06-18,Corrective,Electrical-Fault,4.1,6653.55,No,High,Yes
Pipe-Section-0374,Pipe-Section,2014-06-17,1.0,2015-06-21,Preventive,,2.8,252.94,No,Normal,Yes
Filter-0663,Filter,2015-01-22,0.4,2015-06-22,Corrective,Blockage,9.1,6817.38,No,High,Yes
Valve-0210,Valve,2014-09-19,0.8,2015-06-23,Calibration,,1.7,428.78,No,Normal,Yes
Pipe-Section-0477,Pipe-Section,2015-01-14,0.4,2015-06-23,Preventive,,2.7,1301.77,No,Normal,Yes
Sensor-0688,Sensor,2014-07-17,0.9,2015-06-23,Preventive,,2.2,1033.87,No,Normal,Yes
Pump-0038,Pump,2014-02-28,1.3,2015-06-24,Preventive,,2.8,1071.55,No,Normal,Yes
Meter-0894,Meter,2014-09-12,0.8,2015-06-24,Preventive,,2.1,777.49,No,Normal,Yes
Pump-0022,Pump,2014-03-17,1.3,2015-06-25,Preventive,,2.1,1000.7,No,Normal,Yes
Motor-0271,Motor,2014-10-25,0.7,2015-06-25,Corrective,Wear,5.6,7867.25,Yes,High,Yes
Motor-0290,Motor,2015-04-22,0.2,2015-06-26,Preventive,,1.9,1405.83,No,Normal,Yes
Pipe-Section-0442,Pipe-Section,2014-02-17,1.4,2015-06-29,Preventive,,2.7,1214.35,No,Normal,Yes
Sensor-0694,Sensor,2014-05-14,1.1,2015-06-29,Preventive,,3.2,266.51,No,Normal,Yes
Chlorinator-0537,Chlorinator,2014-03-31,1.2,2015-06-30,Preventive,,3.9,980.05,No,Normal,Yes
Chlorinator-0572,Chlorinator,2014-08-01,0.9,2015-07-01,Preventive,,2.6,976.05,No,Normal,Yes
Sensor-0777,Sensor,2014-09-29,0.8,2015-07-01,Preventive,,0.8,497.24,No,Normal,Yes
Sensor-0750,Sensor,2014-12-03,0.6,2015-07-02,Emergency,Calibration-Drift,25.5,8357.02,Yes,Critical,Yes
Valve-0193,Valve,2014-10-10,0.7,2015-07-05,Emergency,Corrosion,37.2,24631.8,No,Critical,Yes
Chlorinator-0577,Chlorinator,2015-02-07,0.4,2015-07-05,Preventive,,2.4,760.0,No,Normal,Yes
Sensor-0720,Sensor,2014-11-21,0.6,2015-07-05,Emergency,Calibration-Drift,7.1,15841.63,No,Critical,Yes
Pump-0074,Pump,2015-02-22,0.4,2015-07-06,Calibration,,1.6,364.39,No,Normal,Yes
Pump-0101,Pump,2014-05-18,1.1,2015-07-07,Preventive,,2.5,813.64,No,Normal,Yes
Pump-0131,Pump,2015-03-20,0.3,2015-07-08,Preventive,,1.4,1028.03,No,Normal,Yes
Valve-0236,Valve,2014-05-14,1.2,2015-07-08,Preventive,,1.9,351.86,No,Normal,Yes
Pump-0011,Pump,2015-05-20,0.1,2015-07-09,Preventive,,1.6,885.11,No,Normal,Yes
Chlorinator-0488,Chlorinator,2014-07-15,1.0,2015-07-12,Preventive,,2.8,417.71,No,Normal,Yes
Meter-0903,Meter,2014-10-16,0.7,2015-07-13,Emergency,Software-Error,35.4,23915.97,Yes,Critical,Yes
Valve-0175,Valve,2015-04-13,0.3,2015-07-16,Corrective,Electrical-Fault,1.2,7773.79,No,High,Yes
Motor-0277,Motor,2015-02-10,0.4,2015-07-18,Emergency,Seal-Leak,33.3,5770.55,No,Critical,Yes
Chlorinator-0591,Chlorinator,2015-02-13,0.4,2015-07-18,Inspection,,1.1,347.02,No,Normal,Yes
Motor-0247,Motor,2014-03-01,1.4,2015-07-19,Preventive,,3.2,513.34,No,Normal,Yes
Pipe-Section-0412,Pipe-Section,2015-04-30,0.2,2015-07-20,Preventive,,1.8,770.95,No,Normal,Yes
Pump-0085,Pump,2014-06-18,1.1,2015-07-21,Preventive,,2.7,1312.52,No,Normal,Yes
Filter-0622,Filter,2014-04-13,1.3,2015-07-22,Corrective,Blockage,8.3,5558.64,Yes,High,Yes
Chlorinator-0497,Chlorinator,2014-08-14,0.9,2015-07-23,Emergency,Corrosion,38.9,6528.83,Yes,Critical,Yes
Pump-0007,Pump,2014-07-11,1.0,2015-07-25,Corrective,Calibration-Drift,2.2,3515.96,Yes,High,Yes
Motor-0316,Motor,2014-04-07,1.3,2015-07-25,Emergency,Electrical-Fault,9.5,10460.21,No,Critical,Yes
Motor-0336,Motor,2014-10-30,0.7,2015-07-25,Preventive,,3.0,715.42,No,Normal,Yes
Pipe-Section-0392,Pipe-Section,2015-02-16,0.4,2015-07-25,Preventive,,2.7,374.42,No,Normal,Yes
Chlorinator-0576,Chlorinator,2015-03-16,0.4,2015-07-25,Corrective,Corrosion,2.4,6594.48,Yes,High,Yes
Motor-0290,Motor,2015-04-22,0.3,2015-07-26,Emergency,Electrical-Fault,18.3,19303.66,No,Critical,Yes
Filter-0623,Filter,2014-11-05,0.7,2015-07-27,Emergency,Mechanical-Break,28.0,12163.13,No,Critical,Yes
Sensor-0821,Sensor,2015-01-15,0.5,2015-07-27,Preventive,,1.1,344.54,No,Normal,Yes
Pump-0032,Pump,2015-05-20,0.2,2015-07-28,Preventive,,1.2,536.26,No,Normal,Yes
Chlorinator-0595,Chlorinator,2015-05-23,0.2,2015-07-28,Corrective,Mechanical-Break,3.9,7212.26,No,High,Yes
Meter-0839,Meter,2014-07-13,1.0,2015-07-29,Preventive,,0.7,480.61,No,Normal,Yes
Pipe-Section-0404,Pipe-Section,2014-11-24,0.7,2015-07-30,Corrective,Corrosion,5.5,3443.86,No,High,Yes
Chlorinator-0522,Chlorinator,2014-12-26,0.6,2015-07-30,Preventive,,2.7,1496.17,No,Normal,Yes
Pump-0006,Pump,2015-05-22,0.2,2015-07-31,Emergency,Blockage,15.0,18039.51,No,Critical,Yes
Motor-0300,Motor,2015-03-30,0.3,2015-08-03,Corrective,Wear,3.7,7324.07,No,High,Yes
Motor-0313,Motor,2015-05-30,0.2,2015-08-05,Preventive,,2.0,226.49,No,Normal,Yes
Chlorinator-0505,Chlorinator,2014-02-19,1.5,2015-08-05,Corrective,Software-Error,4.5,4013.45,No,High,Yes
Chlorinator-0552,Chlorinator,2014-02-22,1.4,2015-08-05,Corrective,Electrical-Fault,7.5,1422.21,Yes,High,Yes
Motor-0283,Motor,2014-01-15,1.6,2015-08-07,Corrective,Calibration-Drift,11.4,5553.26,Yes,High,Yes
Valve-0165,Valve,2014-04-14,1.3,2015-08-08,Emergency,Mechanical-Break,6.5,5246.89,No,Critical,Yes
Chlorinator-0555,Chlorinator,2014-07-10,1.1,2015-08-08,Emergency,Electrical-Fault,36.2,14589.48,No,Critical,Yes
Pump-0051,Pump,2015-01-08,0.6,2015-08-10,Preventive,,3.8,242.79,No,Normal,Yes
Pump-0108,Pump,2015-04-24,0.3,2015-08-10,Preventive,,2.8,435.19,No,Normal,Yes
Chlorinator-0530,Chlorinator,2014-01-25,1.5,2015-08-10,Corrective,Software-Error,5.0,5722.04,No,High,Yes
Meter-0855,Meter,2014-01-28,1.5,2015-08-10,Corrective,Electrical-Fault,1.2,7365.31,No,High,Yes
Motor-0346,Motor,2014-03-01,1.4,2015-08-11,Preventive,,1.2,1339.08,No,Normal,Yes
Pump-0118,Pump,2015-05-23,0.2,2015-08-13,Preventive,,1.0,752.77,No,Normal,Yes
Chlorinator-0532,Chlorinator,2015-01-12,0.6,2015-08-13,Preventive,,2.1,608.36,No,Normal,Yes
Meter-0882,Meter,2014-03-19,1.4,2015-08-13,Preventive,,1.0,352.06,No,Normal,Yes
Filter-0651,Filter,2014-08-13,1.0,2015-08-14,Preventive,,3.4,576.86,No,Normal,Yes
Sensor-0762,Sensor,2014-05-21,1.2,2015-08-15,Preventive,,3.9,231.66,No,Normal,Yes
Sensor-0770,Sensor,2014-09-28,0.9,2015-08-15,Preventive,,3.4,404.6,No,Normal,Yes
Pump-0038,Pump,2014-02-28,1.5,2015-08-16,Corrective,Bearing-Failure,3.5,7982.96,No,High,Yes
Valve-0204,Valve,2014-02-07,1.5,2015-08-16,Emergency,Software-Error,5.8,24136.64,No,Critical,Yes
Pipe-Section-0426,Pipe-Section,2014-10-13,0.8,2015-08-16,Preventive,,1.8,1343.44,No,Normal,Yes
Pipe-Section-0443,Pipe-Section,2015-05-06,0.3,2015-08-16,Preventive,,3.5,595.67,No,Normal,Yes
Motor-0350,Motor,2015-03-21,0.4,2015-08-17,Preventive,,3.2,506.84,No,Normal,Yes
Pipe-Section-0361,Pipe-Section,2015-05-05,0.3,2015-08-18,Preventive,,1.3,439.4,No,Normal,Yes
Pipe-Section-0461,Pipe-Section,2014-04-10,1.4,2015-08-18,Calibration,,0.7,138.38,No,Normal,Yes
Sensor-0731,Sensor,2015-02-23,0.5,2015-08-18,Preventive,,1.0,604.29,No,Normal,Yes
Meter-0908,Meter,2014-05-23,1.2,2015-08-18,Preventive,,3.7,417.68,No,Normal,Yes
Valve-0184,Valve,2014-05-18,1.3,2015-08-19,Preventive,,3.2,1472.56,No,Normal,Yes
Chlorinator-0551,Chlorinator,2014-11-13,0.8,2015-08-20,Corrective,Wear,4.0,3627.78,No,High,Yes
Filter-0663,Filter,2015-01-22,0.6,2015-08-20,Emergency,Wear,20.9,24262.14,No,Critical,Yes
Pump-0068,Pump,2014-01-15,1.6,2015-08-21,Preventive,,2.4,1322.29,No,Normal,Yes
Pump-0086,Pump,2015-03-18,0.4,2015-08-21,Preventive,,3.6,1223.07,No,Normal,Yes
Filter-0678,Filter,2014-01-30,1.6,2015-08-22,Corrective,Electrical-Fault,4.8,4062.42,Yes,High,Yes
Sensor-0736,Sensor,2015-01-12,0.6,2015-08-24,Preventive,,0.8,893.27,No,Normal,Yes
Pump-0023,Pump,2014-06-13,1.2,2015-08-25,Emergency,Electrical-Fault,15.4,7268.0,No,Critical,Yes
Pump-0121,Pump,2015-06-13,0.2,2015-08-25,Emergency,Seal-Leak,46.6,21982.4,No,Critical,Yes
Meter-0879,Meter,2015-04-23,0.3,2015-08-27,Corrective,Seal-Leak,9.1,4310.64,No,High,Yes
Pump-0085,Pump,2014-06-18,1.2,2015-08-28,Preventive,,3.9,432.27,No,Normal,Yes
Pipe-Section-0475,Pipe-Section,2015-06-16,0.2,2015-08-28,Preventive,,2.3,574.36,No,Normal,Yes
Chlorinator-0554,Chlorinator,2014-05-02,1.3,2015-08-29,Preventive,,2.4,1027.22,No,Normal,Yes
Pipe-Section-0403,Pipe-Section,2015-07-28,0.1,2015-08-30,Corrective,Bearing-Failure,2.7,3790.7,No,High,Yes
Sensor-0717,Sensor,2014-05-10,1.3,2015-08-30,Corrective,Electrical-Fault,3.9,2914.38,No,High,Yes
Meter-0873,Meter,2015-05-14,0.3,2015-08-30,Preventive,,1.5,1278.41,No,Normal,Yes
Sensor-0805,Sensor,2015-02-20,0.5,2015-08-31,Preventive,,1.1,1275.62,No,Normal,Yes
Chlorinator-0539,Chlorinator,2014-10-15,0.9,2015-09-01,Preventive,,0.9,1485.57,No,Normal,Yes
Motor-0294,Motor,2015-07-15,0.1,2015-09-02,Emergency,Corrosion,36.6,5775.97,Yes,Critical,Yes
Chlorinator-0522,Chlorinator,2014-12-26,0.7,2015-09-02,Corrective,Software-Error,8.4,1431.74,Yes,High,Yes
Filter-0627,Filter,2014-10-22,0.9,2015-09-02,Preventive,,2.3,1353.15,No,Normal,Yes
Sensor-0802,Sensor,2015-06-15,0.2,2015-09-02,Corrective,Mechanical-Break,9.0,4996.85,Yes,High,Yes
Filter-0650,Filter,2014-07-27,1.1,2015-09-03,Emergency,Seal-Leak,25.6,21404.41,Yes,Critical,Yes
Meter-0909,Meter,2014-09-14,1.0,2015-09-03,Preventive,,2.9,273.14,No,Normal,Yes
Valve-0190,Valve,2014-04-28,1.4,2015-09-04,Preventive,,3.0,1332.83,No,Normal,Yes
Pipe-Section-0418,Pipe-Section,2015-04-27,0.4,2015-09-04,Preventive,,3.5,1294.42,No,Normal,Yes
Pipe-Section-0434,Pipe-Section,2015-06-24,0.2,2015-09-04,Preventive,,2.9,1188.58,No,Normal,Yes
Pipe-Section-0477,Pipe-Section,2015-01-14,0.6,2015-09-04,Preventive,,1.2,458.55,No,Normal,Yes
Filter-0601,Filter,2014-11-07,0.8,2015-09-05,Corrective,Bearing-Failure,10.6,3210.5,Yes,High,Yes
Chlorinator-0569,Chlorinator,2014-02-28,1.5,2015-09-06,Corrective,Calibration-Drift,1.2,2662.21,Yes,High,Yes
Motor-0277,Motor,2015-02-10,0.6,2015-09-07,Corrective,Seal-Leak,11.2,7065.54,No,High,Yes
Motor-0313,Motor,2015-05-30,0.3,2015-09-08,Emergency,Calibration-Drift,26.9,6479.78,Yes,Critical,Yes
Sensor-0703,Sensor,2014-06-01,1.3,2015-09-08,Preventive,,2.6,326.65,No,Normal,Yes
Sensor-0744,Sensor,2015-03-20,0.5,2015-09-08,Preventive,,1.8,896.07,No,Normal,Yes
Pipe-Section-0459,Pipe-Section,2015-07-01,0.2,2015-09-09,Preventive,,1.3,802.51,No,Normal,Yes
Chlorinator-0591,Chlorinator,2015-02-13,0.6,2015-09-09,Corrective,Calibration-Drift,1.1,7316.92,Yes,High,Yes
Pump-0071,Pump,2014-12-13,0.7,2015-09-10,Emergency,Mechanical-Break,42.2,23307.24,Yes,Critical,Yes
Valve-0228,Valve,2015-06-02,0.3,2015-09-11,Corrective,Wear,7.0,6910.29,No,High,Yes
Pump-0074,Pump,2015-02-22,0.6,2015-09-12,Corrective,Bearing-Failure,3.7,4611.64,No,High,Yes
Sensor-0821,Sensor,2015-01-15,0.7,2015-09-12,Emergency,Calibration-Drift,37.3,22985.42,No,Critical,Yes
Valve-0192,Valve,2014-07-23,1.1,2015-09-14,Preventive,,2.6,438.83,No,Normal,Yes
Valve-0223,Valve,2015-06-29,0.2,2015-09-15,Preventive,,1.1,431.81,No,Normal,Yes
Pump-0032,Pump,2015-05-20,0.3,2015-09-18,Corrective,Wear,5.3,2815.83,Yes,High,Yes
Pump-0051,Pump,2015-01-08,0.7,2015-09-20,Corrective,Wear,2.7,6675.39,No,High,Yes
Pipe-Section-0373,Pipe-Section,2014-11-06,0.9,2015-09-21,Emergency,Seal-Leak,5.3,22494.17,No,Critical,Yes
Pipe-Section-0392,Pipe-Section,2015-02-16,0.6,2015-09-21,Corrective,Mechanical-Break,8.3,5448.02,No,High,Yes
Filter-0626,Filter,2014-07-17,1.2,2015-09-21,Emergency,Bearing-Failure,11.8,19064.7,No,Critical,Yes
Sensor-0688,Sensor,2014-07-17,1.2,2015-09-21,Corrective,Electrical-Fault,3.5,2890.85,No,High,Yes
Sensor-0690,Sensor,2015-04-16,0.4,2015-09-24,Preventive,,2.0,472.89,No,Normal,Yes
Chlorinator-0595,Chlorinator,2015-05-23,0.3,2015-09-25,Corrective,Electrical-Fault,4.1,7809.57,No,High,Yes
Pipe-Section-0442,Pipe-Section,2014-02-17,1.6,2015-09-26,Preventive,,3.1,503.65,No,Normal,Yes
Sensor-0753,Sensor,2015-05-19,0.4,2015-09-26,Preventive,,3.5,1373.48,No,Normal,Yes
Sensor-0827,Sensor,2015-04-01,0.5,2015-09-26,Preventive,,1.6,483.18,No,Normal,Yes
Filter-0633,Filter,2014-10-30,0.9,2015-09-27,Preventive,,0.6,696.71,No,Normal,Yes
Sensor-0739,Sensor,2015-01-28,0.7,2015-09-27,Preventive,,3.3,358.53,No,Normal,Yes
Motor-0279,Motor,2014-05-16,1.4,2015-09-28,Preventive,,0.8,1055.54,No,Normal,Yes
Pipe-Section-0412,Pipe-Section,2015-04-30,0.4,2015-09-28,Preventive,,3.8,1438.14,No,Normal,Yes
Valve-0204,Valve,2014-02-07,1.6,2015-09-29,Corrective,Calibration-Drift,5.4,2685.36,No,High,Yes
Pump-0038,Pump,2014-02-28,1.6,2015-09-30,Corrective,Calibration-Drift,11.3,6210.4,Yes,High,Yes
Valve-0162,Valve,2014-10-17,1.0,2015-09-30,Corrective,Seal-Leak,6.0,3778.9,Yes,High,Yes
Pipe-Section-0404,Pipe-Section,2014-11-24,0.8,2015-09-30,Corrective,Blockage,2.2,6810.08,No,High,Yes
Pipe-Section-0430,Pipe-Section,2015-06-11,0.3,2015-10-01,Corrective,Software-Error,11.6,5683.95,Yes,High,Yes
Chlorinator-0530,Chlorinator,2014-01-25,1.7,2015-10-01,Corrective,Bearing-Failure,1.4,2569.26,Yes,High,Yes
Meter-0903,Meter,2014-10-16,1.0,2015-10-01,Preventive,,3.4,1188.05,No,Normal,Yes
Filter-0685,Filter,2014-11-07,0.9,2015-10-02,Preventive,,2.4,1409.1,No,Normal,Yes
Sensor-0687,Sensor,2015-05-19,0.4,2015-10-03,Preventive,,2.9,209.85,No,Normal,Yes
Sensor-0743,Sensor,2015-07-26,0.2,2015-10-03,Preventive,,3.0,913.79,No,Normal,Yes
Motor-0271,Motor,2014-10-25,0.9,2015-10-04,Preventive,,1.0,225.36,No,Normal,Yes
Pipe-Section-0378,Pipe-Section,2015-07-03,0.3,2015-10-05,Preventive,,3.6,1150.04,No,Normal,Yes
Sensor-0706,Sensor,2015-08-13,0.1,2015-10-05,Emergency,Seal-Leak,12.8,9210.31,Yes,Critical,Yes
Meter-0875,Meter,2015-03-21,0.5,2015-10-05,Preventive,,2.0,1410.98,No,Normal,Yes
Meter-0888,Meter,2015-05-28,0.4,2015-10-05,Preventive,,1.3,418.42,No,Normal,Yes
Pump-0020,Pump,2015-07-22,0.2,2015-10-06,Preventive,,1.2,665.03,No,Normal,Yes
Pipe-Section-0436,Pipe-Section,2015-03-08,0.6,2015-10-06,Preventive,,1.3,503.45,No,Normal,Yes
Pump-0122,Pump,2014-11-25,0.9,2015-10-07,Preventive,,2.4,320.31,No,Normal,Yes
Pipe-Section-0423,Pipe-Section,2015-02-04,0.7,2015-10-07,Preventive,,0.8,294.08,No,Normal,Yes
Motor-0275,Motor,2015-05-20,0.4,2015-10-08,Preventive,,3.2,966.12,No,Normal,Yes
Sensor-0808,Sensor,2015-05-08,0.4,2015-10-08,Calibration,,0.6,166.81,No,Normal,Yes
Chlorinator-0577,Chlorinator,2015-02-07,0.7,2015-10-09,Preventive,,3.3,1132.86,No,Normal,Yes
Sensor-0767,Sensor,2014-12-19,0.8,2015-10-09,Preventive,,2.9,601.71,No,Normal,Yes
Sensor-0762,Sensor,2014-05-21,1.4,2015-10-10,Corrective,Electrical-Fault,4.3,2175.42,No,High,Yes
Pump-0068,Pump,2014-01-15,1.7,2015-10-11,Emergency,Seal-Leak,28.4,15797.83,No,Critical,Yes
Valve-0149,Valve,2014-06-06,1.3,2015-10-11,Corrective,Blockage,4.5,6834.74,No,High,Yes
Pipe-Section-0388,Pipe-Section,2015-01-15,0.7,2015-10-11,Preventive,,3.8,1013.05,No,Normal,Yes
Chlorinator-0519,Chlorinator,2015-09-07,0.1,2015-10-11,Calibration,,0.4,367.4,No,Normal,Yes
Valve-0219,Valve,2014-03-31,1.5,2015-10-12,Preventive,,2.2,967.31,No,Normal,Yes
Valve-0229,Valve,2015-02-13,0.7,2015-10-12,Corrective,Wear,4.3,4023.6,Yes,High,Yes
